73 99 86 47 47 47 48 47 48 47 555 554 555 554 554 592 554 556 554 554 7378 7386 7271 7670 7514 7460 7284 7255 7284 7391 109174 91319 91350 104317 94773 92124 92068 90335 88506 88187 48 47 47 47 47 47 47 47 47 47 528 527 526 525 524 525 525 528 526 527 47 47 46 47 47 47 47 47 47 47 525 525 589 543 526 526 527 526 560 563 6935 6907 7021 6840 6880 6918 6879 6846 6842 6980 84391 83320 83203 82973 82749 82906 82477 82508 82440 82967 
65 59 59 59 59 58 59 59 58 58 697 696 770 696 697 697 786 696 695 694 9260 9188 9559 9142 9248 9208 9240 9137 9224 9226 112709 113125 113547 112886 113052 112812 113102 113360 113229 112473 60 57 58 58 59 58 58 58 58 58 660 695 658 660 658 658 698 657 658 678 93 109 57 58 57 58 58 58 58 58 697 661 658 659 660 696 659 657 661 659 8779 8899 8750 8757 8828 8742 9073 8765 8717 8926 105123 105457 105167 105721 105354 105474 105032 105650 105348 106348 
