13 11 11 10 10 10 30 24 10 26 146 145 147 140 181 140 145 150 144 145 1710 1736 1745 1742 1712 1719 1743 1740 1715 1744 21226 20951 20465 20940 21284 31357 32295 31010 20449 20824 10 10 10 10 10 10 11 10 10 10 128 129 128 128 129 127 162 127 128 130 10 10 10 10 11 10 10 10 11 10 127 129 128 128 127 127 127 128 129 130 1591 1566 1558 1600 1561 1626 1578 1706 1562 1649 19682 20424 26282 27291 25671 22150 25763 27052 23577 23181 
15 13 12 12 12 12 12 13 12 12 172 175 170 173 175 168 170 167 171 169 2082 2122 2079 2025 2092 1994 2033 2010 2061 2013 24588 24924 24690 24384 24862 25374 24912 24200 25338 24515 13 12 13 12 14 12 11 11 11 12 150 149 149 149 151 149 149 150 149 151 13 12 12 14 36 16 16 15 15 29 151 149 151 153 152 206 150 151 150 150 1925 1860 1925 1848 1884 1864 1898 1897 1901 1864 22663 22915 22727 22966 23034 23335 23075 23001 23091 23021 
