48 60 60 57 42 76 75 72 41 41 459 458 457 495 457 492 456 456 457 457 6158 6173 6101 6133 6103 6064 6731 6179 6164 6142 75938 74486 73661 81696 77870 73618 80811 75838 73750 74936 41 39 39 39 39 39 39 39 39 39 422 421 421 446 439 425 423 423 423 425 40 40 40 39 39 39 39 39 39 39 460 421 421 422 422 421 421 422 459 422 5666 5729 5691 5858 5783 5777 5754 5692 5689 5723 67562 67474 67765 68458 68657 68029 67388 68103 67148 67586 
59 52 52 52 51 52 51 52 52 52 617 579 617 579 577 577 578 577 614 577 7720 7722 7677 7676 7645 7727 7636 7677 7674 7669 93324 92079 92451 92488 92360 93323 92887 93405 94679 94506 53 51 51 51 51 51 90 51 51 51 552 551 552 548 548 586 548 550 550 549 51 51 51 51 51 51 51 51 51 51 587 549 550 550 550 548 588 550 549 549 7525 7454 7384 7643 7321 7428 7395 7364 7369 7359 88796 87586 88151 88272 87703 87930 87390 88515 88752 87942 
