28 19 19 18 43 23 22 24 25 22 246 280 216 268 214 216 278 287 305 217 3911 4423 4448 4476 4391 4418 3831 3265 2953 3128 46024 36975 38036 37257 35904 33907 34138 32164 33537 34790 15 13 13 14 13 14 14 13 13 13 152 132 129 134 134 134 133 132 133 162 16 16 26 12 13 13 11 12 13 12 132 132 132 132 129 175 134 133 131 146 1952 1832 2027 1980 2119 1879 1946 1834 1797 2056 17663 24380 13882 13355 12827 12558 11889 12469 12594 12567 
21 16 16 16 16 16 16 16 16 16 220 218 218 220 220 218 218 217 221 218 2850 2823 2809 2809 2800 2805 2802 2803 2856 3025 34813 34508 34853 34769 34904 34691 34543 34611 34717 34596 15 15 13 15 15 14 14 14 14 14 149 148 138 170 203 285 159 147 141 143 14 14 14 15 13 14 12 14 14 15 144 144 145 146 145 148 145 146 145 146 2020 1995 2028 2034 1996 1993 2007 2013 1996 1992 12704 12654 12740 12779 12835 12852 12708 12717 13228 12931 
