4095 4180 4220 4180 4129 4075 4108 4110 4069 4070 
48978 50314 43916 41695 44661 42533 50755 47508 48929 62209 
446112 426557 380726 392670 406349 383585 384529 381868 381944 468496 
6487 6540 6482 6523 6673 6483 6517 6470 6484 6532 
61156 60912 60515 60418 61020 60757 60612 60813 61026 60947 
582250 586509 582812 582836 583331 584329 580801 582759 581394 588409 
